SK_ID_CURR,ext_source_3,ext_source_2,ext_source_1,days_birth,region_rating_client_w_city,region_rating_client,days_id_publish,days_last_phone_change,reg_city_not_work_city,flag_emp_phone,days_employed,floorsmax_avg,floorsmax_medi,pourcentage_jours_employes,flag_document_3,floorsmax_mode,reg_city_not_live_city,days_registration,amt_goods_price,own_car_age,region_population_relative,elevators_avg,elevators_medi,livingarea_avg,live_city_not_work_city,livingarea_medi,elevators_mode,totalarea_mode,amt_credit,floorsmin_avg,livingarea_mode,floorsmin_medi,apartments_avg,apartments_medi,flag_document_6,floorsmin_mode,apartments_mode,def_30_cnt_social_circle,flag_phone,hour_appr_process_start,def_60_cnt_social_circle,flag_work_phone,livingapartments_avg,years_build_medi,years_build_avg,years_build_mode,livingapartments_medi,livingapartments_mode,entrances_avg,entrances_medi,basementarea_avg,amt_income_total,basementarea_medi,cnt_children,entrances_mode,basementarea_mode,commonarea_avg,commonarea_medi,amt_req_credit_bureau_year,commonarea_mode,years_beginexpluatation_avg,nonlivingarea_avg,nonlivingarea_medi,years_beginexpluatation_medi,amt_annuity,nonlivingarea_mode,years_beginexpluatation_mode,pourcentage_revenu_rente,amt_req_credit_bureau_mon,flag_document_13,flag_document_8,cnt_fam_members,duree_credit,flag_document_14,landarea_medi,flag_document_16,landarea_avg,reg_region_not_work_region,obs_30_cnt_social_circle,obs_60_cnt_social_circle,flag_document_18,landarea_mode,nonlivingapartments_avg,flag_document_21,nonlivingapartments_medi,pourcentage_revenu_credit,flag_document_2,reg_region_not_live_region,flag_document_15,nonlivingapartments_mode,flag_document_9,flag_document_11,flag_document_5,flag_document_20,flag_email,amt_req_credit_bureau_day,live_region_not_work_region,flag_document_17,flag_document_4
337543,0.6428732102244512,0.6135221461137644,0.5183177172283882,0.2947012401352873,1.0,1.0,0.5300819786021953,0.543336439888164,0.0,1.0,0.046075348096723256,0.4792,0.4792,0.9851527419864,1.0,0.3333,0.0,0.6080171854734111,0.2210998877665544,0.39560439560439564,0.27633000083081777,0.22,0.22,0.2237,0.0,0.2277,0.0806,0.2771,0.2403898876404494,0.2083,0.1003,0.2083,0.201,0.203,0.0,0.2083,0.0809,0.0,0.0,0.4782608695652174,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1724,0.1724,0.1386,0.001127170187310295,0.1386,0.0,0.0345,0.033,0.0211,0.0208,0.08,0.019,0.9881,0.0075,0.0077,0.9881,0.15007020007020005,0.0051,0.9866,0.13559843294179222,0.037037037037037035,0.0,0.0,0.05263157894736842,0.17305723668895345,0.0,0.065,0.0,0.0639,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.07545762517557442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257475,0.26802780609641497,0.7576984083276183,0.5183177172283882,0.6425028184892896,0.5,0.5,0.3865499513686258,1.0,1.0,1.0,0.03852487896543174,0.1667,0.1667,0.9896100004629541,1.0,0.1667,0.0,0.91030317769131,0.27048260381593714,0.17582417582417584,0.3928798914398072,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.2696629213483146,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.6956521739130435,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.001319520048626045,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.0,0.019,0.9816,0.0036,0.0031,0.9816,0.1392067392067392,0.0011,0.9816,0.11038363629670464,0.0,0.0,0.0,0.05263157894736842,0.108360149873172,0.0,0.0487,0.0,0.0481,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.073705209867956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318189,0.8945722900971352,0.7237138858808602,0.5867237396901468,0.5474633596392332,0.5,0.5,0.28303459774906203,0.7054986020503262,0.0,1.0,0.04186295363495191,0.25,0.25,0.9873872075561922,1.0,0.1667,0.0,0.8711494811932555,0.1919191919191919,0.09890109890109891,0.42184773879088316,0.1,0.1,0.1345,0.0,0.1369,0.0,0.1737,0.19101123595505617,0.375,0.0921,0.375,0.1376,0.139,0.0,0.375,0.0945,0.0,1.0,0.6086956521739131,0.0,0.0,0.1488,0.7518,0.7484,0.7583,0.1513,0.1625,0.1897,0.1897,0.241,0.001204110131836595,0.241,0.0,0.1724,0.1154,0.0211,0.0208,0.08,0.019,0.9811,0.0062,0.0063,0.9811,0.20566865566865566,0.0,0.9811,0.1739091607027813,0.037037037037037035,0.0,0.0,0.05263157894736842,0.4399056381872275,0.0,0.1183,0.0,0.1163,0.0,0.0028735632183908046,0.0029069767441860465,0.0,0.0268,0.0,0.0,0.0,0.05735796713415156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426417,0.5971631093494884,0.7420409744934682,0.5183177172283882,0.10484780157835383,0.5,0.5,0.3484785327219674,0.9615563839701771,0.0,0.0,0.9999999999999999,0.1667,0.1667,0.660748449954724,1.0,0.1667,0.0,0.6457522697795072,0.21436588103254767,0.09890109890109891,0.3444293666398958,0.0,0.0,0.1933,0.0,0.1968,0.0,0.1897,0.2579775280898876,0.2083,0.2014,0.2083,0.2216,0.2238,0.0,0.2083,0.2258,0.0,1.0,0.34782608695652173,0.0,0.0,0.1774,0.7451,0.7416,0.7517,0.1804,0.1938,0.4483,0.4483,0.1888,0.001127170187310295,0.1888,0.0,0.4483,0.1959,0.0277,0.0279,0.16,0.028,0.9811,0.1032,0.1054,0.9811,0.11714636714636714,0.1093,0.9811,0.10702305968426189,0.0,0.0,0.0,0.05263157894736842,0.0711693561798441,0.0,0.0631,0.0,0.062,0.0,0.0028735632183908046,0.0029069767441860465,0.0,0.0635,0.0154,0.0,0.0155,0.08073577734223807,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220643,0.36754249063399164,0.5534522573245952,0.5183177172283882,0.81510710259301,0.5,0.5,0.9292760872585799,0.7758620689655172,0.0,1.0,0.046030979629653794,0.1667,0.1667,0.9854148180169878,1.0,0.1667,0.0,0.6309987029831388,0.10213243546576879,0.09890109890109891,0.2067490099421197,0.0,0.0,0.08,0.0,0.0814,0.0,0.084,0.10112359550561796,0.1667,0.0833,0.1667,0.0784,0.0791,0.0,0.1667,0.0798,0.0,0.0,0.5652173913043478,0.0,0.0,0.0639,0.8256,0.8232,0.8301,0.065,0.0698,0.2069,0.2069,0.084,0.001319520048626045,0.084,0.0,0.2069,0.0872,0.0386,0.0388,0.08,0.0389,0.9871,0.0,0.0,0.9871,0.09975429975429975,0.0,0.9871,0.08042214418712991,0.0,0.0,0.0,0.05263157894736842,0.3747415526422383,0.0,0.0301,0.0,0.0296,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.02944804051546103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147929,0.37829942660631166,0.3972744742467025,0.21445583534735388,0.7709131905298758,0.5,1.0,0.6112269000972628,0.9114631873252563,0.0,1.0,0.04385692474325012,0.3333,0.3333,0.9868742080998315,1.0,0.3333,0.0,0.8028534370946823,0.10213243546576879,0.09890109890109891,0.28279653272037436,0.24,0.24,0.2083,0.0,0.2121,0.2417,0.199,0.12485393258426966,0.0417,0.217,0.0417,0.2062,0.2082,0.0,0.0417,0.2101,0.0,0.0,0.5217391304347826,0.0,0.0,0.1614,0.8256,0.8232,0.8301,0.1642,0.1763,0.2069,0.2069,0.2553,0.000934820325994545,0.2553,0.0,0.2069,0.2649,0.0515,0.0518,0.2,0.0519,0.9871,0.1617,0.1651,0.9871,0.14824499824499823,0.1712,0.9871,0.15636990628872838,0.0,0.0,0.0,0.0,0.4946625758644151,0.0,0.1551,0.0,0.1524,0.0,0.0,0.0,0.0,0.1559,0.0309,0.0,0.0311,0.04759151296467942,0.0,0.0,0.0,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144094,0.7137833028779258,0.2339889401470759,0.5183177172283882,0.5422209695603155,1.0,1.0,0.3287480894817284,1.0,1.0,1.0,0.03707898892093278,0.1667,0.1667,0.9898075656851915,1.0,0.1667,0.0,0.8048800259403373,0.04601571268237935,0.09890109890109891,0.24563128305962503,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.059775280898876404,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.3913043478260869,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.000550120603363045,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.05614250614250614,0.0011,0.9816,0.09472315888178014,0.0,0.0,0.0,0.05263157894736842,0.33436784264684505,0.0,0.0487,0.0,0.0481,0.0,0.0028735632183908046,0.0029069767441860465,0.0,0.0458,0.0,0.0,0.0,0.03723730232150015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360089,0.841869148273906,0.8501357645394771,0.6697941853482551,0.23382187147688827,0.0,0.0,0.7208559121856328,0.8737185461323392,0.0,0.0,0.9999999999999999,0.1667,0.1667,0.625568670207841,0.0,0.1667,1.0,0.973208495460441,0.04601571268237935,0.2087912087912088,0.4468553546207316,0.0,0.0,0.0745,0.0,0.0749,0.0,0.0688,0.04494382022471909,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,1.0,0.6521739130434783,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.001511869909941795,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.030870480870480867,0.0011,0.9816,0.02497294741672626,0.0,0.0,0.0,0.05263157894736842,0.1982025682647342,0.0,0.0487,0.0,0.0481,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.013056496310833261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243266,0.5971631093494884,0.70818788170686,0.5183177172283882,0.4966741826381058,1.0,1.0,0.39766569403918295,0.7847157502329916,1.0,1.0,0.045863945400686404,0.0,0.0,0.9853134420957042,1.0,0.0,0.0,0.8497892347600519,0.15824915824915822,0.2527472527472528,0.24563128305962503,0.0,0.0,0.0087,1.0,0.0089,0.0,0.0072,0.15730337078651685,0.2083,0.0091,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.30434782608695654,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.069,0.069,0.0763,0.000934820325994545,0.0758,0.0,0.069,0.0746,0.0211,0.0208,0.04,0.019,0.9826,0.0036,0.0031,0.9826,0.0957002457002457,0.0011,0.9826,0.10316426727564015,0.0,0.0,0.0,0.05263157894736842,0.16290128454121183,0.0,0.0193,0.0,0.0189,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.05895282008379102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295424,0.4848850626588942,0.6603281521252808,0.1518521969198597,0.7034385569334836,0.5,0.5,0.32444073919688754,1.0,0.0,1.0,0.045639493155511475,0.1667,0.1667,0.9855765210133012,1.0,0.1667,0.0,0.6862435149156939,0.21436588103254767,0.3296703296703297,0.1433576116757595,0.0,0.0,0.0903,0.0,0.0919,0.0,0.0768,0.24017977528089887,0.2083,0.094,0.2083,0.1031,0.1041,0.0,0.2083,0.105,0.0,0.0,0.5217391304347826,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.2069,0.2069,0.1131,0.0030506688004677948,0.1131,0.05263157894736842,0.2069,0.1174,0.0211,0.0208,0.08,0.019,0.9767,0.0,0.0,0.9767,0.1947174447174447,0.0,0.9767,0.07172048517194858,0.0,0.0,0.0,0.10526315789473684,0.2844572854668126,0.0,0.0628,0.0,0.0617,1.0,0.0,0.0,0.0,0.0631,0.0,0.0,0.0,0.03101144671752877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
254871,0.7429824893498523,0.7964425510458113,0.5183177172283882,0.30958286358511833,0.5,0.5,0.55092399610949,0.8385368126747437,1.0,1.0,0.04033876629562448,0.1667,0.1667,0.9874659006548897,1.0,0.1667,0.0,0.5520833333333334,0.10213243546576879,0.04395604395604396,0.42184773879088316,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.11892134831460674,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.4782608695652174,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.0030506688004677948,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.08,0.019,0.9816,0.0036,0.0031,0.9816,0.11705861705861706,0.0011,0.9816,0.04396674797603729,0.0,0.0,0.0,0.05263157894736842,0.37716954594781826,0.0,0.0487,0.0,0.0481,1.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.016027184077462082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
217282,0.510755258936201,0.7982017543922771,0.5183177172283882,0.11967305524238991,0.5,0.5,0.4240655828817562,0.7297297297297297,0.0,0.0,0.9999999999999999,0.1667,0.1667,0.6570590198792332,1.0,0.1667,0.0,0.5315337224383917,0.43883277216610544,0.09890109890109891,0.3367581489379379,0.0,0.0,0.1022,0.0,0.1041,0.0,0.1069,0.4809168539325842,0.2083,0.1065,0.2083,0.1289,0.1301,0.0,0.2083,0.1313,0.0,1.0,0.5652173913043478,0.0,0.0,0.1009,0.6779999999999999,0.6736,0.6864,0.1026,0.1102,0.2069,0.2069,0.1163,0.003243018661783545,0.1163,0.0,0.2069,0.1207,0.0485,0.0488,0.08,0.0489,0.9762,0.0,0.0,0.9762,0.22727272727272727,0.0,0.9762,0.07871763265005396,0.0,0.0,0.0,0.05263157894736842,0.08120748496000912,0.0,0.0853,0.0,0.0838,0.0,0.0,0.0,0.0,0.0857,0.0193,0.0,0.0194,0.05738132995780495,0.0,0.0,0.0,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
